workerid,proliferate.condition,exposure10Resp,error
408,Condition.23_F_L_A_Sh_01_B_1_0,"exposure10,0,3,Filler_N.Meidnow.F.L_W.Knowingly.M.R.wav,88,non-word,1677793802360,1677793804246,1886,,false;exposure10,1,5,Filler_N.Ailounam.M.L_W.Tutorial.F.R.wav,77,word,1677793805256,1677793807359,2103,,false;exposure10,2,4,Filler_W.Laminate.M.L_N.Kaldemia.F.R.wav,88,non-word,1677793808366,1677793810126,1760,,false;exposure10,3,0,Critical_Ash.Graduation.F.L_As.Dinosaur.M.R.wav,77,word,1677793811128,1677793812941,1813,,false;exposure10,4,1,Critical_S.Literacy.F.L_Sh.Refreshing.M.R.wav,77,word,1677793813944,1677793815665,1721,,false;exposure10,5,6,Filler_N.Lilgrai.F.L_W.Umbrella.M.R.wav,88,non-word,1677793816670,1677793818363,1693,,false;exposure10,6,7,Filler_W.Undermine.M.L_N.Alnadiro.F.R.wav,88,non-word,1677793819366,1677793821430,2064,,false;exposure10,7,2,Filler_N.Logelai.M.L_W.Inhabit.F.R.wav,77,word,1677793822440,1677793824120,1680,,false;",
420,Condition.12_F_L_A_S_05_A_1_1,"exposure10,0,5,Filler_N.Gairelom.M.L_W.Ornament.F.R.wav,77,word,1677794570024,1677794571466,1442,,false;exposure10,1,3,Filler_N.Ploupelai.F.L_W.Eighty.M.R.wav,88,non-word,1677794572473,1677794574286,1813,,false;exposure10,2,0,Critical_As.Peninsula.F.L_Ash.Crucial.M.R.wav,77,word,1677794575293,1677794577623,2330,,false;exposure10,3,7,Filler_W.Pilgrim.M.L_N.Emhoutic.F.R.wav,88,non-word,1677794578645,1677794580405,1760,,false;exposure10,4,6,Filler_N.Ganla.F.L_W.Parakeet.M.R.wav,88,non-word,1677794581413,1677794583072,1659,,false;exposure10,5,2,Filler_N.Rakil.M.L_W.Dynamite.F.R.wav,77,word,1677794584083,1677794585779,1696,,false;exposure10,6,1,Critical_Sh.Parachute.F.L_S.Reconcile.M.R.wav,77,word,1677794586783,1677794588298,1515,,false;exposure10,7,4,Filler_W.Gullible.M.L_N.Pourilar.F.R.wav,88,non-word,1677794589314,1677794591149,1835,,false;",
405,Condition.41_M_L_A_S_05_A_0_0,"exposure10,0,1,Critical_Sh.Parachute.M.L_S.Reconcile.F.R.wav,88,word,1677793148016,1677793150064,2048,,false;exposure10,1,6,Filler_N.Ganla.M.L_W.Parakeet.F.R.wav,77,non-word,1677793151079,1677793153241,2162,,false;exposure10,2,4,Filler_W.Gullible.F.L_N.Pourilar.M.R.wav,77,non-word,1677793154248,1677793156479,2231,,false;exposure10,3,2,Filler_N.Rakil.F.L_W.Dynamite.M.R.wav,88,word,1677793157486,1677793159260,1774,,false;exposure10,4,3,Filler_N.Ploupelai.M.L_W.Eighty.F.R.wav,77,non-word,1677793160267,1677793161961,1694,,false;exposure10,5,5,Filler_N.Gairelom.F.L_W.Ornament.M.R.wav,88,word,1677793162969,1677793164859,1890,,false;exposure10,6,7,Filler_W.Pilgrim.F.L_N.Emhoutic.M.R.wav,77,non-word,1677793165864,1677793168106,2242,,false;exposure10,7,0,Critical_As.Peninsula.M.L_Ash.Crucial.F.R.wav,88,word,1677793169121,1677793171504,2383,,false;",
430,Condition.43_M_L_A_S_05_A_1_0,"exposure10,0,7,Filler_W.Pilgrim.F.L_N.Emhoutic.M.R.wav,88,non-word,1677795899213,1677795901340,2127,,false;exposure10,1,3,Filler_N.Ploupelai.M.L_W.Eighty.F.R.wav,88,non-word,1677795902350,1677795904545,2195,,false;exposure10,2,0,Critical_As.Peninsula.M.L_Ash.Crucial.F.R.wav,77,word,1677795905557,1677795907906,2349,,false;exposure10,3,6,Filler_N.Ganla.M.L_W.Parakeet.F.R.wav,88,non-word,1677795908914,1677795911188,2274,,false;exposure10,4,1,Critical_Sh.Parachute.M.L_S.Reconcile.F.R.wav,77,word,1677795912197,1677795914173,1976,,false;exposure10,5,4,Filler_W.Gullible.F.L_N.Pourilar.M.R.wav,88,non-word,1677795915180,1677795917177,1997,,false;exposure10,6,2,Filler_N.Rakil.F.L_W.Dynamite.M.R.wav,77,word,1677795918181,1677795920179,1998,,false;exposure10,7,5,Filler_N.Gairelom.F.L_W.Ornament.M.R.wav,77,word,1677795921189,1677795922986,1797,,false;",
419,Condition.24_F_L_A_Sh_01_B_1_1,"exposure10,0,1,Critical_S.Literacy.F.L_Sh.Refreshing.M.R.wav,77,word,1677794613905,1677794615784,1879,,false;exposure10,1,2,Filler_N.Logelai.M.L_W.Inhabit.F.R.wav,77,word,1677794616793,1677794618720,1927,,false;exposure10,2,5,Filler_N.Ailounam.M.L_W.Tutorial.F.R.wav,77,word,1677794619729,1677794621778,2049,,false;exposure10,3,3,Filler_N.Meidnow.F.L_W.Knowingly.M.R.wav,88,non-word,1677794622784,1677794625021,2237,,false;exposure10,4,0,Critical_Ash.Graduation.F.L_As.Dinosaur.M.R.wav,77,word,1677794626034,1677794627958,1924,,false;exposure10,5,7,Filler_W.Undermine.M.L_N.Alnadiro.F.R.wav,88,non-word,1677794628970,1677794631115,2145,,false;exposure10,6,4,Filler_W.Laminate.M.L_N.Kaldemia.F.R.wav,88,non-word,1677794632119,1677794634143,2024,,false;exposure10,7,6,Filler_N.Lilgrai.F.L_W.Umbrella.M.R.wav,88,non-word,1677794635153,1677794637211,2058,,false;",
421,Condition.44_M_L_A_S_05_A_1_1,"exposure10,0,3,Filler_N.Ploupelai.M.L_W.Eighty.F.R.wav,88,non-word,1677794796755,1677794798589,1834,,false;exposure10,1,7,Filler_W.Pilgrim.F.L_N.Emhoutic.M.R.wav,88,non-word,1677794799590,1677794801340,1750,,false;exposure10,2,0,Critical_As.Peninsula.M.L_Ash.Crucial.F.R.wav,77,word,1677794802342,1677794803911,1569,,false;exposure10,3,1,Critical_Sh.Parachute.M.L_S.Reconcile.F.R.wav,77,word,1677794804913,1677794807157,2244,,false;exposure10,4,2,Filler_N.Rakil.F.L_W.Dynamite.M.R.wav,77,word,1677794808161,1677794809697,1536,,false;exposure10,5,4,Filler_W.Gullible.F.L_N.Pourilar.M.R.wav,88,non-word,1677794810699,1677794812200,1501,,false;exposure10,6,5,Filler_N.Gairelom.F.L_W.Ornament.M.R.wav,77,word,1677794813201,1677794814647,1446,,false;exposure10,7,6,Filler_N.Ganla.M.L_W.Parakeet.F.R.wav,88,non-word,1677794815648,1677794818342,2694,,false;",
431,Condition.32_F_L_A_Sh_05_B_1_1,"exposure10,0,0,Critical_Ash.Crucial.F.L_As.Peninsula.M.R.wav,88,non-word,1677795860164,1677795862280,2116,,false;exposure10,1,7,Filler_W.Pilgrim.M.L_N.Emhoutic.F.R.wav,88,non-word,1677795863289,1677795865253,1964,,false;exposure10,2,3,Filler_N.Ploupelai.F.L_W.Eighty.M.R.wav,88,non-word,1677795866259,1677795868096,1837,,false;exposure10,3,6,Filler_N.Ganla.F.L_W.Parakeet.M.R.wav,88,non-word,1677795869108,1677795871266,2158,,false;exposure10,4,1,Critical_S.Reconcile.F.L_Sh.Parachute.M.R.wav,77,word,1677795872269,1677795874082,1813,,false;exposure10,5,5,Filler_N.Gairelom.M.L_W.Ornament.F.R.wav,77,word,1677795875091,1677795876758,1667,,false;exposure10,6,2,Filler_N.Rakil.M.L_W.Dynamite.F.R.wav,77,word,1677795877768,1677795879407,1639,,false;exposure10,7,4,Filler_W.Gullible.M.L_N.Pourilar.F.R.wav,88,non-word,1677795880412,1677795882045,1633,,false;",
423,Condition.30_F_L_A_Sh_05_B_0_1,"exposure10,0,0,Critical_Ash.Crucial.F.L_As.Peninsula.M.R.wav,88,word,1677794925319,1677794927047,1728,,false;exposure10,1,1,Critical_S.Reconcile.F.L_Sh.Parachute.M.R.wav,88,word,1677794928058,1677794929504,1446,,false;exposure10,2,6,Filler_N.Ganla.F.L_W.Parakeet.M.R.wav,77,non-word,1677794930517,1677794931933,1416,,false;exposure10,3,7,Filler_W.Pilgrim.M.L_N.Emhoutic.F.R.wav,77,non-word,1677794932938,1677794934592,1654,,false;exposure10,4,3,Filler_N.Ploupelai.F.L_W.Eighty.M.R.wav,77,non-word,1677794935607,1677794937893,2286,,false;exposure10,5,2,Filler_N.Rakil.M.L_W.Dynamite.F.R.wav,88,word,1677794938904,1677794940628,1724,,false;exposure10,6,5,Filler_N.Gairelom.M.L_W.Ornament.F.R.wav,88,word,1677794941633,1677794943128,1495,,false;exposure10,7,4,Filler_W.Gullible.M.L_N.Pourilar.F.R.wav,77,non-word,1677794944143,1677794945666,1523,,false;",
415,Condition.5_F_L_A_S_01_B_0_0,"exposure10,0,4,Filler_W.Laminate.M.L_N.Kaldemia.F.R.wav,77,non-word,1677794549927,1677794551747,1820,,false;exposure10,1,2,Filler_N.Logelai.M.L_W.Inhabit.F.R.wav,88,word,1677794552761,1677794554307,1546,,false;exposure10,2,5,Filler_N.Ailounam.M.L_W.Tutorial.F.R.wav,88,word,1677794555312,1677794557097,1785,,false;exposure10,3,7,Filler_W.Undermine.M.L_N.Alnadiro.F.R.wav,77,non-word,1677794558111,1677794559436,1325,,false;exposure10,4,1,Critical_Sh.Refreshing.F.L_S.Literacy.M.R.wav,88,word,1677794560443,1677794562131,1688,,false;exposure10,5,6,Filler_N.Lilgrai.F.L_W.Umbrella.M.R.wav,77,non-word,1677794563147,1677794564647,1500,,false;exposure10,6,0,Critical_As.Dinosaur.F.L_Ash.Graduation.M.R.wav,88,word,1677794565656,1677794567559,1903,,false;exposure10,7,3,Filler_N.Meidnow.F.L_W.Knowingly.M.R.wav,77,non-word,1677794568576,1677794570288,1712,,false;",
414,Condition.48_M_L_A_S_05_B_1_1,"exposure10,0,7,Filler_W.Pilgrim.F.L_N.Emhoutic.M.R.wav,88,non-word,1677794637093,1677794639433,2340,,false;exposure10,1,5,Filler_N.Gairelom.F.L_W.Ornament.M.R.wav,77,word,1677794640438,1677794642690,2252,,false;exposure10,2,3,Filler_N.Ploupelai.M.L_W.Eighty.F.R.wav,88,non-word,1677794643702,1677794646215,2513,,false;exposure10,3,4,Filler_W.Gullible.F.L_N.Pourilar.M.R.wav,88,non-word,1677794647225,1677794650436,3211,,false;exposure10,4,1,Critical_Sh.Parachute.M.L_S.Reconcile.F.R.wav,77,word,1677794651449,1677794654426,2977,,false;exposure10,5,2,Filler_N.Rakil.F.L_W.Dynamite.M.R.wav,77,word,1677794655438,1677794657761,2323,,false;exposure10,6,6,Filler_N.Ganla.M.L_W.Parakeet.F.R.wav,77,word,1677794658777,1677794661887,3110,,false;exposure10,7,0,Critical_As.Peninsula.M.L_Ash.Crucial.F.R.wav,77,word,1677794662897,1677794665319,2422,,false;",
